janeiro;2020;0,2588%;0,2588%
fevereiro;2020;0,2588%;0,2588%
março;2020;0,2446%;0,2446%
abril;2020;0,2162%;0,2162%
maio;2020;0,2162%;0,2162%
junho;2020;0,1733%;0,1733%
julho;2020;0,1303%;0,1303%
agosto;2020;0,1303%;0,1303%
setembro;2020;0,1159%;0,1159%
outubro;2020;0,1159%;0,1159%
novembro;2020;0,1159%;0,1159%
dezembro;2020;0,1159%;0,1159%
janeiro;2021;0,1159%;0,1159%
fevereiro;2021;0,1159%;0,1159%
março;2021;0,1159%;0,1159%
abril;2021;0,1590%;0,1590%
maio;2021;0,1590%;0,1590%
junho;2021;0,2019%;0,2019%
julho;2021;0,2446%;0,2446%
agosto;2021;0,2446%;0,2446%
setembro;2021;0,3012%;0,3012%
outubro;2021;0,3575%;0,3575%
novembro;2021;0,4412%;0,4412%
